name,handedness,height,weight,avg,HR,weight_HR_mean,weight_counts
George Wright,B,71,180,0.245,42,69.6428571429,134.0
Luis Aguayo,R,69,173,0.236,37,37.0,5.0
Hal Lanier,R,74,180,0.228,8,34.4868421053,134.0
Mike Pazik,L,74,195,0.0,0,74.1212121212,99.0
Len Randle,B,70,169,0.257,27,14.5,3.0
Greg Pryor,R,72,180,0.25,14,34.4868421053,134.0
Jim Traber,L,72,194,0.227,27,27.0,1.0
Dave Nelson,R,70,160,0.244,20,33.875,50.0
Lynn Jones,R,69,175,0.252,7,34.3382352941,118.0
Bryan Little,B,70,160,0.245,3,28.75,50.0
Ken Suarez,R,69,175,0.227,5,34.3382352941,118.0
Rick Peters,B,69,170,0.277,2,13.1818181818,94.0
Ron Stone,L,74,185,0.241,6,51.9428571429,122.0
Rich Barnes,R,76,186,0.0,0,19.5,4.0
Tommie Agee,R,71,195,0.255,130,54.6101694915,99.0
Bob Bailey,R,73,180,0.257,189,34.4868421053,134.0
Cap Peterson,R,74,195,0.23,19,54.6101694915,99.0
Ted Uhlaender,L,74,190,0.263,36,62.9583333333,120.0
Ted Simmons,B,71,193,0.285,248,124.0,9.0
Bobby Murcer,L,71,160,0.277,252,73.5714285714,50.0
Dick Tracewski,R,71,160,0.213,8,33.875,50.0
Dave Frost,R,78,235,0.0,0,0.0,2.0
Mark Souza,L,72,180,0.0,0,43.6818181818,134.0
Bill Nahorodny,R,74,200,0.241,25,65.9782608696,64.0
Bill Madlock,R,71,180,0.305,163,34.4868421053,134.0
Bob Boone,R,74,195,0.254,105,54.6101694915,99.0
Rick Jones,L,77,190,0.0,0,62.9583333333,120.0
Steve Kemp,L,72,195,0.278,130,74.1212121212,99.0
Rick Burleson,R,70,165,0.273,50,33.5526315789,57.0
Jim Dorsey,R,79,190,0.0,0,51.0,120.0
Mark Ciardi,R,72,180,0.0,0,34.4868421053,134.0
Dennis Burtt,R,72,180,0.0,0,34.4868421053,134.0
Carl Taylor,R,74,200,0.266,10,65.9782608696,64.0
Terry Harmon,R,74,180,0.233,4,34.4868421053,134.0
Mike Hargrove,L,72,195,0.29,80,74.1212121212,99.0
Rich Yett,R,74,187,0.0,0,57.9,11.0
Steve Hovley,L,70,188,0.258,8,137.5,8.0
Don Leppert,R,74,220,0.229,15,68.4,12.0
Matt Williams,R,73,200,0.0,0,65.9782608696,64.0
Jim Burton,R,75,195,0.0,0,54.6101694915,99.0
Rick Anderson,R,74,210,0.0,0,49.28,33.0
Charlie Mitchell,R,75,170,0.0,0,28.9491525424,94.0
Bill Paschall,R,72,175,0.0,0,34.3382352941,118.0
John Bohnet,B,72,175,0.0,0,17.7272727273,118.0
Byron McLaughlin,R,73,175,0.0,0,34.3382352941,118.0
Lee May,R,75,195,0.267,354,54.6101694915,99.0
Luis Quintana,L,74,175,0.0,0,47.3076923077,118.0
Sam McDowell,L,77,190,0.154,2,62.9583333333,120.0
Rick Renick,R,72,188,0.221,20,21.6666666667,8.0
Jeff Torborg,R,72,195,0.214,8,54.6101694915,99.0
Dave Campbell,R,73,180,0.213,20,34.4868421053,134.0
Pat Kelly,L,73,185,0.264,76,51.9428571429,122.0
Al Weis,B,72,160,0.219,7,28.75,50.0
Jerry Turner,L,69,180,0.257,45,43.6818181818,134.0
Rick Auerbach,R,72,165,0.22,9,33.5526315789,57.0
Keith Macwhorter,R,76,190,0.0,0,51.0,120.0
Don Wilson,R,74,195,0.146,1,54.6101694915,99.0
Jaime Cocanower,R,76,200,0.0,0,65.9782608696,64.0
Jeff Sellers,R,73,175,0.0,0,34.3382352941,118.0
Sandy Valdespino,L,68,170,0.23,7,52.875,94.0
Steve Senteney,R,74,205,0.0,0,28.1818181818,48.0
Howard Bailey,R,72,195,0.0,0,54.6101694915,99.0
Jeff Bettendorf,R,75,180,0.0,0,34.4868421053,134.0
Ken Phelps,L,73,209,0.239,123,123.0,3.0
Cesar Cedeno,R,74,175,0.285,199,34.3382352941,118.0
Bob Davidson,R,72,185,0.0,0,33.0921052632,122.0
Phil Linz,R,73,180,0.235,11,34.4868421053,134.0
Manny Mota,R,70,160,0.304,31,33.875,50.0
Brian Snyder,L,75,185,0.0,0,51.9428571429,122.0
Steve Renko,R,77,230,0.215,6,3.0,4.0
Rick Sofield,L,73,195,0.243,9,74.1212121212,99.0
Carlos Velazquez,R,71,180,0.0,0,34.4868421053,134.0
Roger Miller,R,75,200,0.0,0,65.9782608696,64.0
Doug DeCinces,R,74,190,0.259,237,51.0,120.0
John Castino,R,71,175,0.278,41,34.3382352941,118.0
Dave May,L,70,186,0.251,96,56.0,4.0
Ron Washington,R,71,155,0.261,20,24.5,15.0
Billy Grabarkewitz,R,70,165,0.236,28,33.5526315789,57.0
Willie Aikens,L,75,220,0.271,110,39.2857142857,12.0
Earl Williams,R,75,215,0.247,138,51.3157894737,23.0
Willie Mueller,R,76,220,0.0,0,68.4,12.0
John Flinn,R,72,175,0.0,0,34.3382352941,118.0
Don Hahn,R,73,180,0.236,7,34.4868421053,134.0
Todd Cruz,R,72,175,0.22,34,34.3382352941,118.0
Tom Egan,R,76,218,0.2,22,22.0,1.0
Bob Heise,R,72,175,0.247,1,34.3382352941,118.0
Tommy Harper,R,69,165,0.257,146,33.5526315789,57.0
Joe Wallis,B,71,180,0.244,16,69.6428571429,134.0
Max Alvis,R,71,185,0.247,111,33.0921052632,122.0
Rico Carty,R,75,200,0.299,204,65.9782608696,64.0
Mike Cubbage,L,72,180,0.258,34,43.6818181818,134.0
Les Straker,R,73,193,0.0,0,66.8,9.0
Merritt Ranew,L,71,170,0.247,8,52.875,94.0
Lyman Bostock,L,73,180,0.311,23,43.6818181818,134.0
Damaso Garcia,R,73,165,0.283,36,33.5526315789,57.0
Don Kainer,R,75,205,0.0,0,28.1818181818,48.0
Don Gordon,R,73,175,0.0,0,34.3382352941,118.0
Roy Howell,L,73,190,0.261,80,62.9583333333,120.0
Boog Powell,L,76,230,0.266,339,234.5,4.0
Sandy Wihtol,R,73,195,0.0,0,54.6101694915,99.0
Sonny Siebert,R,75,190,0.173,12,51.0,120.0
Jeff Richardson,R,75,185,0.0,0,33.0921052632,122.0
Bobby Darwin,R,74,190,0.251,83,51.0,120.0
Dennis DeBarr,L,74,190,0.0,0,62.9583333333,120.0
Dan Driessen,L,71,187,0.267,153,153.0,11.0
Bruce Miller,R,73,185,0.246,1,33.0921052632,122.0
Bob Bailor,R,71,170,0.264,9,28.9491525424,94.0
Tommy Helms,R,70,165,0.269,34,33.5526315789,57.0
Tony Armas,R,71,182,0.252,251,71.4,8.0
Willie Horton,R,71,209,0.273,325,242.0,3.0
Lou Piniella,R,72,182,0.291,102,71.4,8.0
Butch Hobson,R,73,193,0.248,98,66.8,9.0
John Wathan,R,74,205,0.262,21,28.1818181818,48.0
Hal King,L,73,200,0.214,24,55.5333333333,64.0
Mike Krukow,R,77,205,0.193,5,28.1818181818,48.0
Andres Mora,R,72,180,0.223,27,34.4868421053,134.0
Barry Foote,R,75,205,0.23,57,28.1818181818,48.0
Ed Ott,L,70,190,0.259,33,62.9583333333,120.0
Alan Wiggins,B,74,160,0.259,5,28.75,50.0
Ron Clark,R,70,175,0.189,5,34.3382352941,118.0
Jay Pettibone,R,76,182,0.0,0,71.4,8.0
Glen Cook,R,71,180,0.0,0,34.4868421053,134.0
Julio Gotay,R,72,180,0.26,6,34.4868421053,134.0
Gary Alexander,R,74,195,0.23,55,54.6101694915,99.0
Andre Thornton,R,75,200,0.254,253,65.9782608696,64.0
Bob Oliver,R,75,205,0.256,94,28.1818181818,48.0
Bill Castro,R,71,170,0.0,0,28.9491525424,94.0
Ed Hodge,L,74,192,0.0,0,0.0,8.0
Tom Buskey,R,75,200,0.0,0,65.9782608696,64.0
Bruce Taylor,R,72,178,0.0,0,20.7777777778,10.0
Stan Thomas,R,74,185,0.0,0,33.0921052632,122.0
Bob Robertson,R,73,195,0.242,115,54.6101694915,99.0
Larry Monroe,R,76,200,0.0,0,65.9782608696,64.0
Roger Slagle,R,75,190,0.0,0,51.0,120.0
Ollie Brown,R,74,178,0.265,102,20.7777777778,10.0
Jim Campbell,L,71,175,0.0,0,47.3076923077,118.0
Frank Quilici,R,73,170,0.214,5,28.9491525424,94.0
Curt Kaufman,R,74,175,0.0,0,34.3382352941,118.0
Joe Pepitone,L,74,185,0.258,219,51.9428571429,122.0
Steve Barber,L,72,195,0.115,5,74.1212121212,99.0
De Wayne Vaughn,R,71,180,0.0,0,34.4868421053,134.0
Norm Miller,L,70,185,0.238,24,51.9428571429,122.0
Bob Galasso,L,73,205,0.0,0,44.6666666667,48.0
Rich Wortham,R,72,185,0.0,0,33.0921052632,122.0
Bob Chance,L,74,196,0.261,24,25.0,4.0
Julio Cruz,B,69,165,0.237,23,10.6,57.0
Bill Sample,R,69,175,0.272,46,34.3382352941,118.0
Juan Nieves,L,75,175,0.0,0,47.3076923077,118.0
Mike Bacsik,R,74,180,0.0,0,34.4868421053,134.0
Craig Kusick,R,75,210,0.235,46,49.28,33.0
Rudy Meoli,L,69,165,0.212,2,44.2142857143,57.0
Ruppert Jones,L,70,170,0.25,147,52.875,94.0
Glenn Hoffman,R,73,175,0.242,23,34.3382352941,118.0
Russ Gibson,R,73,195,0.228,8,54.6101694915,99.0
Phil Huffman,R,74,180,0.0,0,34.4868421053,134.0
Terry Francona,L,73,190,0.274,16,62.9583333333,120.0
John Bateman,R,75,210,0.23,81,49.28,33.0
Luis Pujols,R,74,175,0.193,6,34.3382352941,118.0
Joe Gaines,R,73,190,0.241,21,51.0,120.0
Doug Rader,R,74,208,0.251,155,77.5,2.0
Mickey Stanley,R,73,185,0.248,117,33.0921052632,122.0
Steve Brown,R,77,200,0.0,0,65.9782608696,64.0
Rick Lysander,R,74,190,0.0,0,51.0,120.0
Phil Bradley,R,72,185,0.286,78,33.0921052632,122.0
Winston Llenas,R,70,165,0.23,3,33.5526315789,57.0
Charlie Moore,R,71,180,0.261,36,34.4868421053,134.0
Ralph Garr,L,71,185,0.306,75,51.9428571429,122.0
Tommy John,R,75,180,0.157,5,34.4868421053,134.0
Bruce Benedict,R,73,175,0.242,18,34.3382352941,118.0
John Ellis,R,74,225,0.262,69,23.0,3.0
Wes Parker,B,73,180,0.267,64,69.6428571429,134.0
Mel Stottlemyre,R,72,190,0.0,0,51.0,120.0
David Green,R,75,170,0.268,31,28.9491525424,94.0
Reid Nichols,R,71,165,0.266,22,33.5526315789,57.0
Rick Reichardt,R,75,210,0.261,116,49.28,33.0
Luis Tiant,R,72,180,0.164,5,34.4868421053,134.0
Alex Sanchez,R,74,185,0.0,0,33.0921052632,122.0
Broderick Perkins,L,70,180,0.271,8,43.6818181818,134.0
Leon Roberts,R,75,200,0.267,78,65.9782608696,64.0
Ray Burris,R,77,200,0.151,1,65.9782608696,64.0
Len Gabrielson,L,76,210,0.253,37,40.4285714286,33.0
Johnny Edwards,L,76,220,0.242,81,39.2857142857,12.0
Paul Wilmet,R,71,170,0.0,0,28.9491525424,94.0
Tom Grieve,R,74,190,0.249,65,51.0,120.0
Bruce Ellingsen,L,72,180,0.0,0,43.6818181818,134.0
Bob Forsch,R,76,200,0.213,12,65.9782608696,64.0
Gorman Heimueller,L,76,195,0.0,0,74.1212121212,99.0
Danny Cater,R,72,170,0.276,66,28.9491525424,94.0
Bill Schroeder,R,74,200,0.24,61,65.9782608696,64.0
Clay Dalrymple,L,72,190,0.233,55,62.9583333333,120.0
Carlos May,L,71,200,0.274,90,55.5333333333,64.0
Reggie Smith,B,72,180,0.287,314,69.6428571429,134.0
Ron Reed,R,78,215,0.158,0,51.3157894737,23.0
Fred Howard,R,75,190,0.0,0,51.0,120.0
Davey Johnson,R,73,170,0.261,136,28.9491525424,94.0
Ellis Valentine,R,76,205,0.278,123,28.1818181818,48.0
Roy White,B,70,160,0.271,160,28.75,50.0
Mike Brumley,L,70,195,0.229,5,74.1212121212,99.0
Al Luplow,L,70,175,0.235,33,47.3076923077,118.0
John Hoover,R,74,190,0.0,0,51.0,120.0
Dick Allen,R,71,187,0.292,351,57.9,11.0
Doug Ault,R,75,200,0.236,17,65.9782608696,64.0
Mark Wagner,R,72,165,0.243,3,33.5526315789,57.0
Mike Walters,R,77,203,0.0,0,66.6666666667,3.0
Willie Stargell,L,74,188,0.282,475,137.5,8.0
Steve Carlton,L,76,210,0.201,13,40.4285714286,33.0
Jake Wood,R,73,163,0.25,35,35.0,1.0
Del Unser,L,73,180,0.258,87,43.6818181818,134.0
Bob Brower,R,71,185,0.242,17,33.0921052632,122.0
Ray Culp,R,72,200,0.123,1,65.9782608696,64.0
Ivan Murrell,R,74,195,0.236,33,54.6101694915,99.0
Lee Mazzilli,B,73,180,0.259,93,69.6428571429,134.0
Garth Iorg,R,71,170,0.258,20,28.9491525424,94.0
Alan Ashby,B,74,185,0.245,90,39.2727272727,122.0
Bob Brenly,R,74,210,0.247,91,49.28,33.0
Ron Blomberg,L,73,195,0.293,52,74.1212121212,99.0
Jim Rooker,R,72,195,0.201,7,54.6101694915,99.0
Tim Blackwell,B,71,170,0.228,6,13.1818181818,94.0
Colby Ward,R,74,185,0.0,0,33.0921052632,122.0
Jerry Morales,R,70,155,0.259,95,24.5,15.0
Davey Lopes,R,69,170,0.263,155,28.9491525424,94.0
Catfish Hunter,R,72,190,0.226,6,51.0,120.0
Mario Soto,R,72,174,0.132,1,1.0,2.0
Jimmy Wynn,R,70,160,0.25,291,33.875,50.0
Hank Allen,R,72,190,0.241,6,51.0,120.0
Jim Fregosi,R,73,190,0.265,151,51.0,120.0
Pepe Frias,R,70,159,0.24,1,1.0,1.0
Mike Schmidt,R,74,195,0.267,548,54.6101694915,99.0
Willie Montanez,L,72,170,0.275,139,52.875,94.0
Rey Quinones,R,71,160,0.243,29,33.875,50.0
Mike Squires,L,71,185,0.26,6,51.9428571429,122.0
Champ Summers,L,74,205,0.255,54,44.6666666667,48.0
Chuck Porter,R,75,187,0.0,0,57.9,11.0
Bert Campaneris,R,70,160,0.259,79,33.875,50.0
Bobby Valentine,R,70,189,0.26,12,89.0,4.0
Rob Andrews,R,72,185,0.251,3,33.0921052632,122.0
Tom Haller,L,76,195,0.257,134,74.1212121212,99.0
Tom Dozier,R,74,190,0.0,0,51.0,120.0
Ed Stroud,L,71,180,0.237,14,43.6818181818,134.0
Ron Swoboda,R,74,195,0.242,73,54.6101694915,99.0
Harry Spilman,L,73,180,0.237,18,43.6818181818,134.0
Bob Barton,R,72,175,0.226,9,34.3382352941,118.0
Daryl Sconiers,L,74,185,0.265,15,51.9428571429,122.0
Joe Torre,R,74,212,0.297,252,164.5,3.0
Al Ferrara,R,73,200,0.259,51,65.9782608696,64.0
Rick Steirer,R,76,200,0.0,0,65.9782608696,64.0
Sixto Lezcano,R,70,165,0.271,148,33.5526315789,57.0
Al Lachowicz,R,75,198,0.0,0,0.0,4.0
Dave Nicholson,R,74,215,0.212,61,51.3157894737,23.0
Freddie Patek,R,65,148,0.242,41,41.0,1.0
Ken Hubbs,R,74,175,0.247,14,34.3382352941,118.0
Pepe Mangual,R,70,157,0.242,16,11.0,2.0
Leron Lee,L,72,196,0.25,31,25.0,4.0
Tom McCarthy,R,72,180,0.0,0,34.4868421053,134.0
Steve Ontiveros,B,72,185,0.274,24,39.2727272727,122.0
Willie Davis,L,74,180,0.279,182,43.6818181818,134.0
Tom Lawless,R,71,170,0.207,2,28.9491525424,94.0
Jerry Moses,R,75,210,0.251,25,49.28,33.0
Bobby Bonds,R,73,190,0.268,332,51.0,120.0
Dave McNally,R,71,185,0.133,9,33.0921052632,122.0
Darrell Brown,B,72,184,0.274,1,1.0,1.0
Roy Foster,R,72,185,0.253,45,33.0921052632,122.0
Denis Menke,R,72,185,0.25,101,33.0921052632,122.0
Hal Breeden,R,74,200,0.243,21,65.9782608696,64.0
Manny Trillo,R,73,150,0.263,61,58.375,12.0
Jackie Gutierrez,R,71,175,0.237,4,34.3382352941,118.0
Jerry Kenney,L,73,170,0.237,7,52.875,94.0
Fred Kendall,R,73,185,0.234,31,33.0921052632,122.0
Mike Anderson,R,74,200,0.246,28,65.9782608696,64.0
Jim Lewis,R,75,190,0.0,0,51.0,120.0
Joe Charboneau,R,74,205,0.266,29,28.1818181818,48.0
Jimmie Schaffer,R,69,170,0.223,11,28.9491525424,94.0
Junior Kennedy,R,71,175,0.248,4,34.3382352941,118.0
Wilbur Howard,B,74,170,0.25,6,13.1818181818,94.0
Rod Gilbreath,R,74,180,0.248,14,34.4868421053,134.0
Mark Brouhard,R,73,210,0.259,25,49.28,33.0
Dan Morogiello,L,73,200,0.0,0,55.5333333333,64.0
Mike Young,B,74,195,0.247,72,17.1428571429,99.0
Chris Speier,R,73,175,0.246,112,34.3382352941,118.0
Gene Michael,B,74,183,0.229,15,15.0,7.0
Vic Harris,B,71,165,0.217,13,10.6,57.0
Mike Fischlin,R,73,165,0.22,3,33.5526315789,57.0
Don Money,R,73,170,0.261,176,28.9491525424,94.0
Joe Rudi,R,74,200,0.264,179,65.9782608696,64.0
Jim Rice,R,74,200,0.298,382,65.9782608696,64.0
Shawn Holman,R,74,185,0.0,0,33.0921052632,122.0
Alan Wirth,R,76,190,0.0,0,51.0,120.0
Gil Garrido,R,69,150,0.237,1,58.375,12.0
Marty Perez,R,71,160,0.246,22,33.875,50.0
Tom Matchick,L,73,173,0.215,4,47.3333333333,5.0
Jack Perconte,L,70,160,0.27,2,73.5714285714,50.0
Ed Kirkpatrick,L,71,195,0.238,85,74.1212121212,99.0
Jerry Grote,R,70,185,0.252,39,33.0921052632,122.0
Ellie Hendricks,L,73,175,0.22,62,47.3076923077,118.0
Jim Beauchamp,R,74,190,0.231,14,51.0,120.0
Terry Wilshusen,R,74,210,0.0,0,49.28,33.0
Tito Fuentes,B,71,175,0.268,45,17.7272727273,118.0
Ron Brand,R,67,167,0.239,3,11.5,2.0
Leo Cardenas,R,71,150,0.257,118,58.375,12.0
Art Shamsky,L,73,168,0.253,68,68.0,3.0
Steve Ellsworth,R,80,220,0.0,0,68.4,12.0
Ron Cey,R,70,185,0.261,316,33.0921052632,122.0
Skip Jutze,R,71,190,0.215,3,51.0,120.0
Butch Wynegar,B,73,190,0.255,65,27.0,120.0
Ron LeFlore,R,72,200,0.288,59,65.9782608696,64.0
Bill Russell,R,72,175,0.263,46,34.3382352941,118.0
Gene Tenace,R,72,190,0.241,201,51.0,120.0
Bubba Morton,R,70,175,0.267,14,34.3382352941,118.0
Ellie Rodriguez,R,71,185,0.245,16,33.0921052632,122.0
Darrel Chaney,B,74,188,0.217,14,14.0,8.0
Dick Nen,L,74,200,0.224,21,55.5333333333,64.0
Bryan Kelly,R,74,195,0.0,0,54.6101694915,99.0
Bill Freehan,R,75,203,0.262,200,66.6666666667,3.0
Steve Nicosia,R,70,185,0.248,11,33.0921052632,122.0
Ted Savage,R,73,185,0.233,34,33.0921052632,122.0
Pete Mackanin,R,74,190,0.226,30,51.0,120.0
Rich Dauer,R,72,180,0.257,43,34.4868421053,134.0
Mick Kelleher,R,69,176,0.213,0,7.66666666667,4.0
Rowland Office,L,72,170,0.259,32,52.875,94.0
Rick Leach,L,73,180,0.268,18,43.6818181818,134.0
Dwayne Murphy,L,73,185,0.246,166,51.9428571429,122.0
Larry Harlow,L,74,185,0.248,12,51.9428571429,122.0
Mike Epstein,L,75,230,0.244,130,234.5,4.0
Jerry Mumphrey,B,74,185,0.289,70,39.2727272727,122.0
Don Sutton,R,73,185,0.144,0,33.0921052632,122.0
Glenn Beckert,R,73,190,0.283,22,51.0,120.0
Ron Davis,R,72,175,0.233,10,34.3382352941,118.0
Mike Shannon,R,75,195,0.255,68,54.6101694915,99.0
Jason Thompson,L,76,200,0.261,208,55.5333333333,64.0
Wayne Tolleson,B,69,160,0.241,9,28.75,50.0
John Leister,R,74,200,0.0,0,65.9782608696,64.0
Don Cooper,R,73,185,0.0,0,33.0921052632,122.0
Mike Jorgensen,L,72,195,0.243,95,74.1212121212,99.0
Ed Romero,R,71,160,0.247,8,33.875,50.0
Rick Joseph,R,73,192,0.243,13,117.8,8.0
Cecil Cooper,L,74,165,0.298,241,44.2142857143,57.0
Bill Almon,R,75,180,0.254,36,34.4868421053,134.0
Joe Ferguson,R,74,200,0.24,122,65.9782608696,64.0
Jeff Jones,R,75,210,0.0,0,49.28,33.0
Jerry Terrell,R,71,165,0.253,4,33.5526315789,57.0
John Poloni,L,77,210,0.0,0,40.4285714286,33.0
Dave Revering,L,76,210,0.265,62,40.4285714286,33.0
Curt Ford,L,70,150,0.245,7,16.6666666667,12.0
Jerry Dybzinski,R,74,180,0.234,3,34.4868421053,134.0
Mike Willis,L,74,205,0.0,0,44.6666666667,48.0
Bob Burda,L,71,174,0.224,13,13.0,2.0
Jesse Gonder,L,70,180,0.251,26,43.6818181818,134.0
Gary Sutherland,R,72,185,0.243,24,33.0921052632,122.0
Bob Coluccio,R,71,183,0.22,26,70.75,7.0
Dave Rader,L,71,165,0.257,30,44.2142857143,57.0
Ron Gardenhire,R,72,175,0.232,4,34.3382352941,118.0
Bill Sharp,L,70,178,0.255,9,9.0,10.0
Alan Bannister,R,71,170,0.27,19,28.9491525424,94.0
Bob Watson,R,72,201,0.295,184,184.0,1.0
Ken Harrelson,R,74,190,0.239,131,51.0,120.0
Bobby Wine,R,73,187,0.215,30,57.9,11.0
Stefan Wever,R,80,245,0.0,0,0.0,1.0
John Kennedy,R,72,185,0.225,32,33.0921052632,122.0
Chico Ruiz,B,72,169,0.24,2,14.5,3.0
Dave Johnson,R,73,183,0.0,0,70.75,7.0
Gail Hopkins,L,70,198,0.266,25,39.0,4.0
Doug Frobel,L,76,196,0.201,20,25.0,4.0
Luis Melendez,R,72,165,0.248,9,33.5526315789,57.0
Jerry Augustine,L,72,183,0.0,0,37.5,7.0
Bill Plummer,R,73,190,0.188,14,51.0,120.0
Buck Rodgers,B,74,190,0.232,31,27.0,120.0
Phil Niekro,R,73,180,0.169,7,34.4868421053,134.0
Jeff Holly,L,77,210,0.0,0,40.4285714286,33.0
Tom Poquette,L,70,175,0.268,10,47.3076923077,118.0
Eric Hetzel,R,75,175,0.0,0,34.3382352941,118.0
Brian Asselstine,L,73,175,0.254,12,47.3076923077,118.0
Rick Miller,L,72,175,0.269,28,47.3076923077,118.0
Ed Charles,R,70,170,0.263,86,28.9491525424,94.0
Luis Gomez,R,69,150,0.21,0,58.375,12.0
Dave Lemanczyk,R,76,235,0.0,0,0.0,2.0
Al Jones,R,76,210,0.0,0,49.28,33.0
Floyd Rayford,R,70,190,0.244,38,51.0,120.0
Sam Hinds,R,78,215,0.0,0,51.3157894737,23.0
Tony Conigliaro,R,75,185,0.264,166,33.0921052632,122.0
Clay Christiansen,R,77,205,0.0,0,28.1818181818,48.0
Jim Barr,R,75,205,0.162,1,28.1818181818,48.0
Jerry Remy,L,69,165,0.275,7,44.2142857143,57.0
Larry Rothschild,L,74,180,0.0,0,43.6818181818,134.0
Frank Duffy,R,73,180,0.232,26,34.4868421053,134.0
Gary Lance,B,75,195,0.0,0,17.1428571429,99.0
Tom O'Malley,L,72,180,0.256,13,43.6818181818,134.0
Phil Garner,R,70,175,0.26,109,34.3382352941,118.0
Larry Pashnick,R,75,205,0.0,0,28.1818181818,48.0
Todd Fischer,R,70,170,0.0,0,28.9491525424,94.0
